episode,step,robot_x,robot_y,dynamic_count,time
1,145,508.0858276753457,126.60620621974469,1,1764873642.802527
2,115,509.2029266685969,47.23403453563843,1,1764873643.041913
3,41,396.1758026616018,26.688422548524176,1,1764873643.1236691
4,21,408.9164989579235,27.518247071832544,1,1764873643.1667295
5,44,406.65607465798905,27.501323752061655,1,1764873643.2553716
6,147,508.5774584138546,63.591518365912265,1,1764873643.5596278
7,99,472.338742419858,27.132096186263187,1,1764873643.792981
8,65,396.9259711373867,24.682143278316413,1,1764873643.9320571
9,930,508.97976304493505,577.7866719478365,1,1764873645.712834
10,85,426.51418986999204,25.896599804208115,1,1764873645.8840628
11,419,509.48447900027344,351.55180309236897,1,1764873646.691975
12,31,398.30783375043814,27.74459421588051,1,1764873646.7613783
13,83,415.7065100102737,25.94551399815603,1,1764873646.9183753
14,42,381.27771617337856,26.023396384059915,1,1764873647.0013826
15,41,423.4919073865025,26.0252245949632,1,1764873647.0829186
16,255,507.1241877078643,184.88314724652759,1,1764873647.582547
17,59,439.3146839473835,27.67584298219643,1,1764873647.700936
18,149,509.33412761347813,59.13945056734067,1,1764873648.0055037
19,86,429.3702078567155,26.167033651757556,1,1764873648.178822
20,111,508.6341971529328,123.93891292622169,1,1764873648.3932362
21,192,507.90921127112483,61.461746998984204,1,1764873648.7698834
22,230,509.9071109862387,50.61461658288983,1,1764873649.2400732
23,121,509.33007226129683,69.38389303669864,1,1764873649.527585
24,156,508.9686727433615,57.69136209378328,1,1764873649.86992
25,156,507.4835878364937,111.36119705970275,1,1764873650.2011964
26,228,508.6385151886696,42.29231273932487,1,1764873650.6576173
27,509,200.6742796302717,335.65258966576914,1,1764873651.6937692
28,192,507.39849508977335,167.04850335592508,1,1764873652.0794728
29,230,509.82244022217793,152.93721191411657,1,1764873652.540065
30,61,385.098009352988,27.436646766561438,1,1764873652.6636834
32,63,409.37138434080543,27.95659716552599,1,1764873655.881582
33,163,509.2240192060873,79.95395588030587,1,1764873656.212366
34,40,410.88700646239243,25.623097905740682,1,1764873656.2967734
35,112,443.0687559701382,26.71367509662359,1,1764873656.56306
36,80,422.7055640200889,27.058976428053548,1,1764873656.7287323
37,147,440.4785606000738,172.64773313760065,1,1764873657.0365624
38,219,507.6194636480551,52.748290271761206,1,1764873657.4719503
39,152,507.75980604645684,46.78092817540242,1,1764873657.7746975
40,36,388.64111339506644,27.460292004181163,1,1764873657.8473125
41,224,507.4419713210893,44.7190728521732,1,1764873658.2891355
42,229,460.59986690940127,26.51656165932279,1,1764873658.7526119
43,166,508.6489287804494,106.84291793312542,1,1764873659.0881617
44,41,400.1255771534002,26.392028224311417,1,1764873659.1758642
45,216,507.8840381753808,126.63774801537002,1,1764873659.6183
46,129,382.12564168645395,152.038672821532,1,1764873659.9129703
47,620,366.7449560684818,674.93239977236,1,1764873661.2337012
48,154,508.82603616811207,102.4897613584832,1,1764873661.532271
49,143,485.7766558405179,26.424742218847875,1,1764873661.8339224
50,44,420.3808494059212,27.860834875798403,1,1764873661.9269242
51,205,509.14680259161827,42.04883111861994,1,1764873662.3642952
52,463,202.83330146076008,421.5454482768031,1,1764873663.3284068
53,118,457.2365287116361,25.629472989266954,1,1764873663.5702848
54,218,508.1856256563749,61.10040227046704,1,1764873664.0099163
55,194,508.85463297163255,42.17411377632761,1,1764873664.4210901
56,366,200.9771573437227,277.9214829075119,1,1764873665.1847832
57,45,386.25332889254656,25.549508931586928,1,1764873665.2867186
58,101,451.5901695447334,26.048496644887816,1,1764873665.4906485
59,323,507.3964383641308,157.24238962557882,1,1764873666.178608
60,244,509.3979997018109,102.24638361978143,1,1764873666.6796787
61,120,507.2472054342641,57.823983288540155,1,1764873666.9305363
62,471,200.2364157524984,427.6769240427531,1,1764873667.9323556
63,135,447.66101904059377,25.06962816033302,1,1764873668.2072604
64,161,457.18909767669,27.8788521699149,1,1764873668.5249212
65,86,422.38603236218347,26.43209415663778,1,1764873668.7079427
66,144,452.31156650241525,27.697692141134297,1,1764873669.0083416
67,121,442.8991707442292,27.754916805525593,1,1764873669.2605352
68,98,415.92642163147525,27.04282609830577,1,1764873669.4708421
69,462,507.3952979003291,380.4580274188845,1,1764873670.4271657
70,227,508.0476551689983,54.83733282290288,1,1764873670.9017065
71,170,496.8957058889902,25.89416426660781,1,1764873671.2444274
72,175,507.2974119477036,78.65622441433686,1,1764873671.5965104
73,578,200.28595869351702,391.59526483132714,1,1764873672.7513947
74,40,408.05642994431895,27.397360782627732,1,1764873672.8321025
75,521,200.6843382223408,378.39831399524354,1,1764873673.8762112
76,79,444.486485095843,26.983948288068536,1,1764873674.0409384
77,209,509.77097184698545,42.403079975944785,1,1764873674.4741879
78,104,417.0632036272384,25.595148689014216,1,1764873674.6887279
79,129,451.96893024718815,26.960509986608926,1,1764873674.9518263
80,104,399.36775628017455,27.090570234958165,1,1764873675.166836
81,85,422.6715201110077,26.614109614945203,1,1764873675.3473036
82,280,507.0976687738556,39.02774187027503,1,1764873675.9244123
83,459,190.1308600215641,427.08249033919606,1,1764873676.8567493
84,145,465.4085583845743,26.315463890215458,1,1764873677.1493897
85,214,508.50553861817184,236.26669852468854,1,1764873677.589488
86,284,469.01784743928266,27.213565294786164,1,1764873678.1673129
87,235,479.3078819540713,25.474367253803745,1,1764873678.6563923
89,150,418.55789569228045,152.4298315887312,1,1764873682.0547583
90,452,202.934951172976,409.37006194228826,1,1764873683.0073495
91,95,375.11158495469675,24.607006882642764,1,1764873683.216058
92,85,393.4579765542901,26.203556651560724,1,1764873683.3930192
93,528,486.4895752324035,27.167953909544238,1,1764873684.4741275
94,299,507.91619486856877,138.58688197823648,1,1764873685.093816
95,154,432.70749610074574,26.60626030261695,1,1764873685.4118989
96,110,367.12365232359724,26.88503285769776,1,1764873685.6535065
97,29,409.9786680248472,27.746680489078553,1,1764873685.7127764
98,156,297.47673076957483,159.30081642292384,1,1764873686.0286436
99,193,427.02312998845116,27.47128884381259,1,1764873686.4139285
100,67,384.45774320285653,27.768607215861046,1,1764873686.551941
101,60,411.9999977728393,27.342972949908788,1,1764873686.6826317
102,166,491.31045635600157,26.130938211164867,1,1764873687.0219667
103,215,482.08923421290797,172.4346566134862,1,1764873687.4632096
104,534,266.26049631941345,674.4627288440589,1,1764873688.609848
105,614,202.2427300412038,608.0358437920429,1,1764873689.9167943
106,74,413.2681770393327,27.55239486199399,1,1764873690.0898192
107,501,151.80574431544724,452.3545191996958,1,1764873691.244866
108,605,202.6148138393465,503.9493801961849,1,1764873692.5008721
109,306,460.2762206859612,27.17545949993266,1,1764873693.1392922
110,569,201.37206073240307,464.8204545604342,1,1764873694.4144707
111,549,201.73887356710384,511.825401885862,1,1764873695.649856
112,506,201.00634808616957,494.86129168375857,1,1764873696.7221675
113,613,201.21415912899573,488.8779053829819,1,1764873698.0630033
114,299,507.0139733293168,76.64073584003374,1,1764873698.6820755
115,303,403.3816271287133,27.005318768397544,1,1764873699.44056
116,178,508.21290046302045,126.9402429643088,1,1764873699.8092332
117,193,398.2943763018183,152.29945075005497,1,1764873700.203759
118,134,461.2674642617272,169.10995098173092,1,1764873700.4771788
119,102,402.29310287422527,27.355849240013853,1,1764873700.6944697
120,139,509.11657378138784,86.30932467244689,1,1764873700.9717135
121,538,202.82922548632268,544.4771333987262,1,1764873702.108746
122,147,424.97631389566135,25.225658757846354,1,1764873702.4175818
123,644,202.0956826917809,476.38571080734613,1,1764873703.7586973
124,249,385.7153872831572,27.229139636842568,1,1764873704.298515
125,721,202.9499632223758,556.2936244506386,1,1764873705.8176653
126,129,409.5052454528789,150.7305823692495,1,1764873706.0816755
127,366,507.26139327585656,299.9171490824773,1,1764873706.865126
128,686,243.82014411558114,672.2291249978207,1,1764873708.2763524
129,199,442.7563091566476,174.1675499935374,1,1764873708.6852508
130,606,185.52902211376536,627.8724210705014,1,1764873709.9279845
131,150,365.51657190613776,26.168604510792623,1,1764873710.2799618
132,107,385.59710985259386,24.934085535252496,1,1764873710.4984355
133,39,374.80451674748986,27.345202457542083,1,1764873710.583378
134,418,507.4032664657455,124.72861797020852,1,1764873711.4372241
135,106,400.07990727586787,27.87126537123107,1,1764873711.6615798
136,606,202.83120456115037,583.5046920107773,1,1764873712.9214914
137,511,201.65320647803446,536.4594245576548,1,1764873713.9981277
138,628,202.5546020438326,605.5879006888025,1,1764873715.3137739
139,227,446.4904434115672,166.10682841155113,1,1764873715.7824473
140,613,199.90097419912695,509.5485625467959,1,1764873717.0295863
141,125,410.75183563259634,26.539904132489294,1,1764873717.289803
142,72,391.76289388776166,25.072277330358524,1,1764873717.440562
143,106,357.6453239579696,25.65473282375364,1,1764873717.6623864
144,207,373.84220176542516,25.813645410936218,1,1764873718.1053078
145,948,199.63804594923573,540.2715864820534,1,1764873720.0906096
146,35,383.14076190327955,26.62695376849146,1,1764873720.1938953
147,519,202.37027846221613,461.9169633312254,1,1764873721.243491
148,822,326.4138436607969,27.359634170419206,1,1764873722.9854639
149,743,226.08191965878117,672.4112374184599,1,1764873724.637944
150,484,201.2233170778255,486.61959145594153,1,1764873725.6520855
151,684,199.67583614098876,541.2049796613851,1,1764873727.2460191
152,88,377.56215934372483,24.87851390103003,1,1764873727.4257421
153,138,382.7530057100213,27.896922388675435,1,1764873727.7460742
154,494,392.0495260395119,27.251528143665652,1,1764873728.9136481
155,217,395.06896118134233,150.00988414383897,1,1764873729.415886
156,151,371.40147013598033,27.4706783637245,1,1764873729.7280338
157,341,387.2954885679129,27.38215020261418,1,1764873730.4222066
158,733,201.8758727275588,528.8749025844687,1,1764873731.9056613
159,401,200.49422029372298,409.85076270751233,1,1764873732.7341607
160,332,318.38709004431996,25.866757653524758,1,1764873733.4126043
161,115,391.1357790200006,27.512373960921074,1,1764873733.6882973
162,166,465.900388462711,152.7566456192181,1,1764873734.1061249
163,107,452.90489155669917,165.26211302902374,1,1764873734.3310213
164,836,200.05323698271667,545.3963454189759,1,1764873736.2227433
165,494,202.10022798761727,479.6408545715444,1,1764873737.3637586
166,260,411.99655199814254,26.803560017082376,1,1764873738.0006902
167,621,200.83787852186444,546.4409668246576,1,1764873739.6473129
168,599,202.92733164279792,595.9360118357642,1,1764873741.183605
169,81,429.6764612091285,151.500101903164,1,1764873741.3756452
170,454,201.93810763929412,556.9027998178399,1,1764873742.5317197
171,97,433.5460833662688,151.37297629241326,1,1764873742.792798
172,470,201.9815592034944,105.07132561340056,1,1764873744.0100157
173,108,432.9757605886284,153.13950075761178,1,1764873744.2947385
174,85,430.17925246407333,153.02646341244895,1,1764873744.526798
175,165,429.97396391687545,177.10709378479672,1,1764873744.971565
176,490,200.17690833833208,475.6719874439793,1,1764873746.309217
177,460,202.39607678550692,484.2087065424566,1,1764873747.56414
178,691,157.9507485607828,453.2419689043986,1,1764873749.4199476
179,1051,200.09598343170026,452.82810159134414,1,1764873751.8546584
180,586,202.47005588807278,464.26393651453617,1,1764873753.4066532
181,627,202.46915482431365,453.3010332197008,1,1764873755.126583
182,477,200.10260268342878,414.292077263441,1,1764873756.4353638
183,482,202.50910499098904,380.7372895721658,1,1764873757.7722497
184,435,201.32394369792627,454.27900835070585,1,1764873758.9769986
185,170,407.1868514826506,165.84078193377346,1,1764873759.4552062
186,285,300.5268277967839,156.22628840652072,1,1764873760.2550957
187,231,364.639863319752,153.3005610899607,1,1764873760.907873
188,147,401.0394827306708,153.1520056134832,1,1764873761.325835
189,136,408.9303030146167,150.89694315299576,1,1764873761.7040749
190,521,201.59389932207307,390.86657757539075,1,1764873763.1999178
191,206,434.981762153532,153.11055206109748,1,1764873763.678379
192,418,201.06855262253973,473.0562215957699,1,1764873764.6668372
193,174,394.31077457318105,166.80333478839904,1,1764873765.0664387
194,466,201.97161080831415,405.5304098753216,1,1764873766.0793355
195,818,201.52406456579587,499.9610307139234,1,1764873767.8082848
196,424,200.54470013773437,406.996379711914,1,1764873768.6980486
197,475,201.6004171469206,493.7515090410349,1,1764873769.7955356
198,438,202.8643669875589,508.6597794657427,1,1764873770.7101743
199,423,279.791078376886,172.31346205504653,1,1764873771.6179688
200,101,322.6100150374384,167.51250894414017,1,1764873771.8516686
201,133,370.899253812619,152.26801505109052,3,1764873772.2043154
202,314,418.72906697744196,451.79103092370866,3,1764873773.0287108
203,229,343.3362325970025,151.44708087391146,3,1764873773.6407301
204,119,273.38436646678167,150.93336559745663,3,1764873773.9767616
205,186,379.82725712647857,164.61381247739644,3,1764873774.490318
206,245,202.85401746020582,228.5695529736497,3,1764873775.1606424
207,526,185.6027825929106,453.1400729086514,3,1764873776.5561776
208,396,200.93668313279363,467.82669771287635,3,1764873777.622316
209,182,408.3828840102125,307.95991768005206,3,1764873778.1163325
210,399,201.8347115311727,469.3564649021109,3,1764873779.2089343
211,387,200.83830981256466,366.5888341982119,3,1764873780.1804025
212,266,200.54892107597504,164.0243717520364,3,1764873780.7419398
213,308,329.4907029560493,465.9104906834503,3,1764873781.4477608
214,273,370.2202693411406,465.4288839158204,3,1764873782.1435363
215,306,377.2544138951969,459.3705438001582,3,1764873782.9449413
216,404,200.1479621926331,548.5370794354709,3,1764873783.9831285
217,411,202.80302255547804,592.5447057361911,3,1764873785.0280604
218,320,202.31315184602937,174.9420776988646,3,1764873785.8437517
219,286,400.07204997350465,451.8180284473395,3,1764873786.5606651
220,107,383.15697398763405,168.1861880800715,3,1764873786.798393
221,127,393.23808953905484,151.1820717036724,3,1764873787.1192522
222,486,201.71330103180057,490.2855670129423,3,1764873788.30022
223,419,200.16820762372242,478.7936496590249,3,1764873789.3178809
224,196,200.43380840105587,153.65623087168504,3,1764873789.7916875
225,306,257.741932256433,152.14372937049504,3,1764873790.614301
226,449,202.2291911427684,475.0663418508063,3,1764873791.7365506
227,353,202.02053960508826,471.5334078660999,3,1764873792.5898561
228,448,175.18630665514593,218.4985126505051,3,1764873793.7496526
229,506,201.29462475232103,485.07371992199194,3,1764873794.9892564
230,689,200.29042214660734,424.540632198814,3,1764873796.494691
231,144,374.77538011714563,152.4826990734103,3,1764873796.8270996
232,530,27.564166254789384,554.6378534216007,3,1764873798.0000598
233,387,201.11795313041222,504.0839467960369,3,1764873798.8513865
234,435,202.88782794465678,597.9203789268122,3,1764873799.9525664
235,276,378.1646536190688,468.7258590294773,3,1764873800.605426
236,510,201.77915310562224,543.836018593913,3,1764873803.5621934
237,527,202.28371510605558,577.1112521985015,3,1764873807.503722
238,345,200.25605750836166,540.8158338044691,3,1764873810.2138011
239,508,200.63287856756028,618.0604730999939,3,1764873814.1486201
240,283,202.57647195500198,84.81509009655768,3,1764873816.1531808
241,100,347.6869100840959,162.63014675439348,3,1764873816.8627527
242,84,373.23258585164416,170.30646831156167,3,1764873817.4845157
243,266,201.29326979604144,159.4233204054336,3,1764873819.4256363
244,574,27.293775941623604,579.0512241314375,3,1764873823.6338575
245,235,327.4516741220049,176.3632700875632,3,1764873825.4725258
246,344,200.2904225536315,523.3032784236417,3,1764873828.1204083
247,680,160.02925092109302,626.5456606991015,3,1764873833.1955943
248,604,202.10412052829187,573.6948750896686,3,1764873838.0657485
249,505,27.179533043054334,557.0820197422271,3,1764873842.2275698
250,489,200.7317758483905,589.6527502100276,3,1764873845.901096
251,550,194.524254712918,626.4371035554777,3,1764873850.132009
252,147,344.6277613678163,151.44984816731986,3,1764873851.2704804
253,286,202.17101815576956,155.59816814711772,3,1764873853.335165
254,542,26.47161319275539,535.9145603456242,3,1764873857.4568877
255,554,27.123678202755755,536.127821792486,3,1764873861.4788895
256,159,299.047810473237,152.6512168459148,3,1764873862.6760042
257,689,27.55485483973311,564.0668006372979,3,1764873867.9008694
258,301,173.81992605608653,217.98375273030263,3,1764873870.2137659
259,604,26.899693473583845,566.834997197179,3,1764873875.5289726
260,314,202.67923853465922,229.76053437765836,3,1764873877.8299215
261,660,93.69633630519957,673.6378951259845,3,1764873882.7401452
262,314,408.1081994746952,450.94218428530354,3,1764873885.2714624
263,349,376.1115347002285,450.97584713911573,3,1764873887.808768
264,66,373.6163809534339,152.64618759101728,3,1764873888.3489652
265,465,201.48287560276296,619.5019160499859,3,1764873891.81036
266,287,351.62466790104355,450.294940501349,3,1764873893.99372
267,620,157.0208800517864,576.202623055425,3,1764873898.5303893
268,169,369.19018828117635,152.6274113272862,3,1764873899.8779538
269,274,201.78943944650595,147.67109170354317,3,1764873902.0173707
270,464,200.63509618661848,607.4377333560384,3,1764873905.4815092
271,616,26.72909899669161,555.8975929058117,3,1764873909.9971302
272,851,286.88895476053654,673.2287356587365,3,1764873916.9377956
273,349,201.71329095191123,672.5937975195545,3,1764873919.4582794
274,220,279.16609506832515,150.59942867321178,3,1764873921.1757307
275,576,66.72457382735111,673.6792956728749,3,1764873925.437542
276,507,196.75074974840427,625.2035546574172,3,1764873929.227335
277,425,239.41044561058783,672.8278438265329,3,1764873932.4843714
278,135,360.95376335018875,165.68122726700827,3,1764873933.5386205
279,378,222.3427681597289,672.4836289058975,3,1764873936.2101405
280,413,193.66921559499403,673.3837215426142,3,1764873939.1815286
281,301,354.0623152964268,478.0620925673969,3,1764873941.4309237
282,216,202.53076052022286,151.29338991535738,3,1764873943.27889
283,352,228.94934860589206,672.1811868898567,3,1764873946.1514463
284,368,202.3441826750326,617.820148234127,3,1764873948.799246
285,184,355.749558076001,170.42787724681594,3,1764873950.2078824
286,474,200.8549672087434,593.6218873071908,3,1764873954.012536
287,91,315.1253419979652,168.73504046096494,3,1764873954.6792207
288,371,233.93444621719837,672.2458091097827,3,1764873957.4292946
289,272,375.1631367903999,470.75238771223184,3,1764873959.5409162
290,341,260.51421834134004,672.7504062104211,3,1764873962.437306
291,382,200.57084036963008,592.807365490232,3,1764873965.5023904
292,393,265.6655858250557,672.1737512926536,3,1764873968.4571338
293,563,183.87651608980718,626.3275290652139,3,1764873972.7016811
294,152,356.55490979677705,165.98127117274134,3,1764873973.93959
295,308,200.26009031840863,244.02536667627152,3,1764873976.3177905
296,61,385.78097317315263,150.88130359827625,3,1764873976.822575
297,302,384.6669626117278,473.66281773674956,3,1764873979.4849505
298,326,201.97826403482438,623.0365528459886,3,1764873982.196117
299,471,193.9978598184716,627.9498444054861,3,1764873986.4392931
300,416,200.67658165031818,626.4121238126056,3,1764873989.6544614
301,392,221.25385827463782,672.898158961569,3,1764873991.5845585
302,449,202.28740144464547,615.9359324020613,3,1764873992.7371895
303,440,201.10315120730775,584.8494892671395,3,1764873993.9619877
304,167,200.03962778703482,102.71767477948246,3,1764873994.4635544
305,418,202.73689204592216,595.8767507653615,3,1764873995.6625092
306,177,200.54051340232672,82.4190768871785,3,1764873996.182218
307,376,196.48458649516735,627.4474451489131,3,1764873997.2017045
308,356,227.98231324806002,672.3852906915588,3,1764873998.1566212
309,347,202.0107981099818,590.8299535993154,3,1764873999.119696
310,488,187.3155600856315,627.9533355983268,3,1764874000.4636488
311,368,200.68939264163748,623.9172522521686,3,1764874001.46315
312,323,201.95723274037402,600.2017014608427,3,1764874002.3540106
313,204,202.14247118830784,160.8238538084639,3,1764874002.9331002
314,165,202.1232841702281,173.80848138737954,3,1764874003.3969913
315,156,358.3735320948883,161.83309503478478,3,1764874003.8349533
316,529,24.65793890306292,509.92931987543784,3,1764874005.361139
317,169,200.88508438404912,138.25325622221445,3,1764874005.8106039
318,198,373.9871951382301,303.3653816339696,3,1764874006.3870108
319,340,201.05022549440096,626.8014536155968,3,1764874007.336971
320,309,282.9892945918133,673.031957423721,3,1764874008.2271373
321,396,201.72593801452163,627.5693662143753,3,1764874009.370793
322,359,201.6030262863843,594.5366327666043,3,1764874010.3745909
323,193,236.93611511825705,154.16701601682243,3,1764874010.8367236
324,194,201.86531338959128,143.16857684062813,3,1764874011.2631521
325,327,202.19652515732417,583.2017408628657,3,1764874011.965487
326,367,201.11740555387252,609.7239236835061,3,1764874012.764426
327,187,201.39941176556496,184.25841901804378,3,1764874013.196546
328,127,202.75903804129055,108.91311653106536,3,1764874013.4930506
329,331,164.81084534825078,626.2619499650608,3,1764874014.2131615
330,391,202.61480211114775,610.0186680756866,3,1764874015.0400946
331,408,200.86371869106185,620.9635103815833,3,1764874016.0752945
332,140,202.5193824291181,133.77669921810636,3,1764874016.3962202
333,106,258.0567307635095,150.98177360161216,3,1764874016.6346245
334,404,170.68852451599565,626.8878997411412,3,1764874017.5330548
335,352,202.23887223499875,529.3905670491023,3,1764874018.4133537
336,407,202.2119412090446,613.7209558171995,3,1764874019.545483
337,308,256.6113750395795,326.23768610086654,3,1764874020.3484316
338,480,180.87389891130934,625.4516802487926,3,1764874021.4850318
339,161,201.92231854032997,111.71901810130689,3,1764874021.904945
340,340,202.25194149512245,616.9645736109461,3,1764874022.7782402
341,319,200.7793357525986,612.3035995777549,3,1764874023.6156955
342,384,202.3105785553302,612.7812594259881,3,1764874024.6067538
343,341,200.48912993232562,595.3309787098716,3,1764874025.5126917
344,201,201.33834731255797,99.25464174119243,3,1764874026.0444531
345,336,200.56006677739103,591.0296052792642,3,1764874026.8147705
346,471,157.72981125340348,627.8556408385367,3,1764874027.905283
347,56,365.3642545368404,151.25946902741165,3,1764874028.031856
348,329,200.6862964679855,606.3341145397808,3,1764874028.7570314
349,152,282.49510152138873,300.05450937660413,3,1764874029.1905394
350,413,200.6082139871893,608.971694273017,3,1764874030.1882083
351,190,200.32382070708414,218.49760332842882,3,1764874030.6453857
352,189,201.231915612647,124.84060559262767,3,1764874031.0516193
353,246,237.11290654796466,450.08722305545353,3,1764874031.6565208
354,432,202.43441019438615,626.9915137605469,3,1764874032.7551906
355,314,201.71392134930528,565.7987043761303,3,1764874033.5112994
356,342,305.54209439875353,472.81831555920235,3,1764874034.2863376
357,339,202.78045728325492,621.4196814196954,3,1764874035.3690867
358,145,201.38050637814558,116.72257652027595,3,1764874036.4344623
359,375,200.47154709340649,623.5284729071618,3,1764874039.317069
360,291,189.7688571736139,627.46255104697,3,1764874041.5719774
361,146,202.44032166049513,153.19727684981774,3,1764874042.558175
362,489,79.18623311727904,497.42070332873493,3,1764874045.894062
363,125,202.08450974462733,134.98181268891167,3,1764874047.008081
364,119,200.39596146233347,152.86342136487968,3,1764874048.0602562
365,177,200.29845615006568,138.2434854820593,3,1764874049.6301382
366,161,200.12875795968444,84.44363798688369,3,1764874050.9949322
367,158,201.82724857636612,143.67532912211482,3,1764874052.2521443
368,312,200.81728365963042,615.3486037549068,3,1764874054.6633892
369,262,272.90139407360596,478.17377639543,3,1764874056.5753489
370,355,202.11856822964816,603.9126297629479,3,1764874059.452633
371,56,376.3331915139973,152.51858962679705,3,1764874059.9202743
372,387,201.0582101602358,618.9783577452998,3,1764874062.9067857
373,224,318.81530714299726,451.41249223368703,3,1764874064.6573343
374,625,58.78578908438109,495.7934569460158,3,1764874069.3044033
375,100,202.07047180650594,110.95394267335972,3,1764874070.1162155
376,288,202.00325238414828,264.47382327807304,3,1764874072.3586419
377,193,279.6092471152073,303.292341507716,3,1764874073.7389207
378,332,201.91917511530318,603.5931802535215,3,1764874076.1505318
379,100,273.70407797493294,151.4451822993005,3,1764874076.960815
380,139,202.51213631550067,158.75172808694742,3,1764874078.0333579
381,139,199.65406024701886,55.13949402848225,3,1764874079.1781626
382,537,49.75463959712729,497.7458895416692,3,1764874083.854742
383,336,202.018643602473,619.4371833266129,3,1764874086.8440783
384,236,322.20736446114813,466.50551019539836,3,1764874088.8495045
385,127,200.65640540061858,106.88594634347875,3,1764874089.805762
386,392,268.76526986708757,673.9750295655012,3,1764874092.7822113
387,177,202.99130440890391,171.54899241755825,3,1764874094.0630562
388,174,276.6921015311945,306.9987137137865,3,1764874095.404755
389,129,201.64732220285262,119.05854728454834,3,1764874096.230928
390,125,269.7019185944372,166.0614655710587,3,1764874097.278652
391,150,201.80565066608207,156.06357591284248,3,1764874098.4181726
392,307,201.5320974230254,624.4021815904739,3,1764874100.7032995
393,180,196.63376914936717,217.57447405109073,3,1764874101.9217715
394,326,173.39351330120476,627.2500939651298,3,1764874104.279987
